region_key,region_division,region_city,region_msa
8057,TOLIMA,SANTA ISABEL,SANTA ISABEL
8058,TOLIMA,SANTA ISABEL,COLON
8059,TOLIMA,SANTA ISABEL,LA ESTRELLA
8060,TOLIMA,SANTA ISABEL,SAN RAFAEL
8061,TOLIMA,SANTA ISABEL,LA CONGOJA
8062,TOLIMA,SUAREZ,SUAREZ
8063,TOLIMA,SUAREZ,HATO VIEJO
8064,TOLIMA,SUAREZ,AGUA BLANCA
8065,TOLIMA,VALLE DE SAN JUAN,VALLE DE SAN JUAN
8066,TOLIMA,VALLE DE SAN JUAN,LA MANGA
8067,TOLIMA,VALLE DE SAN JUAN,BUENAVISTA BAJA
8068,TOLIMA,VALLE DE SAN JUAN,NEME
8069,TOLIMA,VALLE DE SAN JUAN,VALLECITO
8070,TOLIMA,VENADILLO,VENADILLO
8071,TOLIMA,VENADILLO,JUNIN
8072,TOLIMA,VENADILLO,LA SIERRITA
8073,TOLIMA,VENADILLO,MALABAR
8074,TOLIMA,VENADILLO,PALMAROSA
8075,TOLIMA,VENADILLO,VILE
8076,TOLIMA,VILLAHERMOSA,VILLAHERMOSA
8077,TOLIMA,VILLAHERMOSA,PLATANILLAL
8078,TOLIMA,VILLARRICA,VILLARRICA
8079,TOLIMA,VILLARRICA,LA MERCADILLA
8080,TOLIMA,VILLARRICA,LA COLONIA
8081,TOLIMA,VILLARRICA,LOS ALPES
8082,TOLIMA,VILLARRICA,PUERTO LLERAS
8083,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI
8084,VALLE DEL CAUCA,CALI,EL SALADITO
8085,VALLE DEL CAUCA,CALI,FELIDIA
8086,VALLE DEL CAUCA,CALI,GOLONDRINAS
8087,VALLE DEL CAUCA,CALI,EL HORMIGUERO
8088,VALLE DEL CAUCA,CALI,LA BUITRERA
8089,VALLE DEL CAUCA,CALI,LA CASTILLA
8090,VALLE DEL CAUCA,CALI,LA ELVIRA
8091,VALLE DEL CAUCA,CALI,LA LEONERA
8092,VALLE DEL CAUCA,CALI,LA PAZ
8093,VALLE DEL CAUCA,CALI,LOS ANDES
8094,VALLE DEL CAUCA,CALI,NAVARRO
8095,VALLE DEL CAUCA,CALI,PANCE
8096,VALLE DEL CAUCA,CALI,PICHINDE
8097,VALLE DEL CAUCA,CALI,MONTEBELLO
8098,VALLE DEL CAUCA,CALI,CASCAJAL II
8099,VALLE DEL CAUCA,CALI,VILLACARMELO
8100,VALLE DEL CAUCA,CALI,BRISAS DE LOS CRISTALES
8101,VALLE DEL CAUCA,CALI,BRISAS DE MONTEBELLO
8102,VALLE DEL CAUCA,CALI,CAMPO ALEGRE
8103,VALLE DEL CAUCA,CALI,CASCAJAL I
8104,VALLE DEL CAUCA,CALI,CRUCERO ALTO DE LOS MANGOS
8105,VALLE DEL CAUCA,CALI,EL FILO
8106,VALLE DEL CAUCA,CALI,EL PORTENTO
8107,VALLE DEL CAUCA,CALI,LA FRAGUA
8108,VALLE DEL CAUCA,CALI,LA VORAGINE
8109,VALLE DEL CAUCA,CALI,LAS PALMAS
8110,VALLE DEL CAUCA,CALI,LOS CERROS
8111,VALLE DEL CAUCA,CALI,MONTAÑITAS
8112,VALLE DEL CAUCA,CALI,PIZAMOS
8113,VALLE DEL CAUCA,CALI,PUEBLO NUEVO
8114,VALLE DEL CAUCA,CALI,SAN FRANCISCO
8115,VALLE DEL CAUCA,CALI,SAN ISIDRO
8116,VALLE DEL CAUCA,CALI,FLAMENGO
8117,VALLE DEL CAUCA,CALI,ALTOS DE NORMANDIA - SECTOR TRES CRUCES BAJO
8118,VALLE DEL CAUCA,CALI,ALTOS DE NORMANDIA-LA ERMITA
8119,VALLE DEL CAUCA,CALI,CASCAJAL III
8120,VALLE DEL CAUCA,CALI,EL ESTERO
8121,VALLE DEL CAUCA,CALI,LAS PALMAS-LA CASTILLA
8122,VALLE DEL CAUCA,CALI,SILOE
8123,VALLE DEL CAUCA,CALI,LA FONDA
8124,VALLE DEL CAUCA,CALI,LOS LIMONES
8125,VALLE DEL CAUCA,CALI,MORGAN
8126,VALLE DEL CAUCA,ALCALA,ALCALA
8127,VALLE DEL CAUCA,ALCALA,LA FLORESTA
8128,VALLE DEL CAUCA,ANDALUCIA,ANDALUCIA
8129,VALLE DEL CAUCA,ANDALUCIA,ALTAFLOR
8130,VALLE DEL CAUCA,ANDALUCIA,CAMPOALEGRE
8131,VALLE DEL CAUCA,ANDALUCIA,EL SALTO
8132,VALLE DEL CAUCA,ANDALUCIA,PARDO
8133,VALLE DEL CAUCA,ANDALUCIA,ZABALETAS
8134,VALLE DEL CAUCA,ANDALUCIA,TAMBORAL
8135,VALLE DEL CAUCA,ANDALUCIA,POTRERILLO
8136,VALLE DEL CAUCA,ANDALUCIA,MONTE HERMOSO
8137,VALLE DEL CAUCA,ANDALUCIA,MADRE VIEJA
8138,VALLE DEL CAUCA,ANSERMANUEVO,ANSERMANUEVO
8139,VALLE DEL CAUCA,ANSERMANUEVO,ANACARO
8140,VALLE DEL CAUCA,ANSERMANUEVO,EL BILLAR
8141,VALLE DEL CAUCA,ANSERMANUEVO,EL ROBLE
8142,VALLE DEL CAUCA,ANSERMANUEVO,EL VERGEL
8143,VALLE DEL CAUCA,ANSERMANUEVO,GRAMALOTE
8144,VALLE DEL CAUCA,ANSERMANUEVO,ALTO BONITO
8145,VALLE DEL CAUCA,ANSERMANUEVO,SALAZAR
8146,VALLE DEL CAUCA,ARGELIA,ARGELIA
8147,VALLE DEL CAUCA,ARGELIA,MARACAIBO
8148,VALLE DEL CAUCA,ARGELIA,EL RAIZAL
8149,VALLE DEL CAUCA,ARGELIA,LA AURORA
8150,VALLE DEL CAUCA,BOLIVAR,BOLIVAR
8151,VALLE DEL CAUCA,BOLIVAR,BETANIA
8152,VALLE DEL CAUCA,BOLIVAR,CERRO AZUL
8153,VALLE DEL CAUCA,BOLIVAR,DOSQUEBRADAS
8154,VALLE DEL CAUCA,BOLIVAR,GUARE
8155,VALLE DEL CAUCA,BOLIVAR,LA HERRADURA
8156,VALLE DEL CAUCA,BOLIVAR,LA TULIA
8157,VALLE DEL CAUCA,BOLIVAR,NARANJAL
8158,VALLE DEL CAUCA,BOLIVAR,PRIMAVERA
8159,VALLE DEL CAUCA,BOLIVAR,RICAURTE
8160,VALLE DEL CAUCA,BOLIVAR,AGUAS LINDAS
8161,VALLE DEL CAUCA,BOLIVAR,SAN FERNANDO
8162,VALLE DEL CAUCA,BOLIVAR,CRISTALES
8163,VALLE DEL CAUCA,BOLIVAR,LA PLAZUELA
8164,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA
8165,VALLE DEL CAUCA,BUENAVENTURA,AGUACLARA
8166,VALLE DEL CAUCA,BUENAVENTURA,BARCO
8167,VALLE DEL CAUCA,BUENAVENTURA,LA BOCANA
8168,VALLE DEL CAUCA,BUENAVENTURA,BAJO CALIMA
8169,VALLE DEL CAUCA,BUENAVENTURA,CISNEROS
8170,VALLE DEL CAUCA,BUENAVENTURA,CORDOBA
8171,VALLE DEL CAUCA,BUENAVENTURA,EL CARMEN
8172,VALLE DEL CAUCA,BUENAVENTURA,PASTICO
8173,VALLE DEL CAUCA,BUENAVENTURA,PITAL
8174,VALLE DEL CAUCA,BUENAVENTURA,TRIANA
8175,VALLE DEL CAUCA,BUENAVENTURA,CONCEPCION
8176,VALLE DEL CAUCA,BUENAVENTURA,LA PLATA
8177,VALLE DEL CAUCA,BUENAVENTURA,LADRILLEROS
8178,VALLE DEL CAUCA,BUENAVENTURA,LLANO BAJO
8179,VALLE DEL CAUCA,BUENAVENTURA,BOCAS DE MAYORQUIN
8180,VALLE DEL CAUCA,BUENAVENTURA,PUERTO MERIZALDE
8181,VALLE DEL CAUCA,BUENAVENTURA,PUNTA SOLDADO
8182,VALLE DEL CAUCA,BUENAVENTURA,SAN ANTONIO(YURUMANGUI)
8183,VALLE DEL CAUCA,BUENAVENTURA,SAN FRANCISCO DE NAYA
8184,VALLE DEL CAUCA,BUENAVENTURA,SAN FRANCISCO JAVIER
8185,VALLE DEL CAUCA,BUENAVENTURA,SAN ISIDRO
8186,VALLE DEL CAUCA,BUENAVENTURA,SAN LORENZO
8187,VALLE DEL CAUCA,BUENAVENTURA,SAN PEDRO
8188,VALLE DEL CAUCA,BUENAVENTURA,SILVA
8189,VALLE DEL CAUCA,BUENAVENTURA,TAPARAL
8190,VALLE DEL CAUCA,BUENAVENTURA,VENERAL
8191,VALLE DEL CAUCA,BUENAVENTURA,SAN JOSE
8192,VALLE DEL CAUCA,BUENAVENTURA,SABALETAS
8193,VALLE DEL CAUCA,BUENAVENTURA,ZACARIAS
8194,VALLE DEL CAUCA,BUENAVENTURA,LA BARRA
8195,VALLE DEL CAUCA,BUENAVENTURA,JUANCHACO
8196,VALLE DEL CAUCA,BUENAVENTURA,PIANGUITA
8197,VALLE DEL CAUCA,BUENAVENTURA,ARAGON
8198,VALLE DEL CAUCA,BUENAVENTURA,AUCA
8199,VALLE DEL CAUCA,BUENAVENTURA,CALLE LARGA
8200,VALLE DEL CAUCA,BUENAVENTURA,CHAMUSCADO
8201,VALLE DEL CAUCA,BUENAVENTURA,CITRONELA
8202,VALLE DEL CAUCA,BUENAVENTURA,EL BARRANCO
8203,VALLE DEL CAUCA,BUENAVENTURA,GUAIMIA
8204,VALLE DEL CAUCA,BUENAVENTURA,JUNTAS
8205,VALLE DEL CAUCA,BUENAVENTURA,BARTOLA
8206,VALLE DEL CAUCA,BUENAVENTURA,LA DELFINA
8207,VALLE DEL CAUCA,BUENAVENTURA,PAPAYAL
8208,VALLE DEL CAUCA,BUENAVENTURA,SAN CIPRIANO
8209,VALLE DEL CAUCA,BUENAVENTURA,SAN JOAQUIN
8210,VALLE DEL CAUCA,BUENAVENTURA,SAN JOSE DE NAYA
8211,VALLE DEL CAUCA,BUENAVENTURA,SAN MARCOS
8212,VALLE DEL CAUCA,BUENAVENTURA,SANTA CRUZ
8213,VALLE DEL CAUCA,BUENAVENTURA,ZARAGOZA
8214,VALLE DEL CAUCA,BUENAVENTURA,AGUAMANSA
8215,VALLE DEL CAUCA,BUENAVENTURA,CASCAJITA
8216,VALLE DEL CAUCA,BUENAVENTURA,PUNTA BONITA
8217,VALLE DEL CAUCA,BUENAVENTURA,HORIZONTE
8218,VALLE DEL CAUCA,BUENAVENTURA,BENDICIONES
8219,VALLE DEL CAUCA,BUENAVENTURA,EL CACAO
8220,VALLE DEL CAUCA,BUENAVENTURA,CALLE LARGA-AEROPUERTO
8221,VALLE DEL CAUCA,BUENAVENTURA,CAMINO VIEJO-KM 40
8222,VALLE DEL CAUCA,BUENAVENTURA,CAMPO HERMOSO
8223,VALLE DEL CAUCA,BUENAVENTURA,EL CRUCERO
8224,VALLE DEL CAUCA,BUENAVENTURA,EL ENCANTO
8225,VALLE DEL CAUCA,BUENAVENTURA,EL LLANO
8226,VALLE DEL CAUCA,BUENAVENTURA,EL SALTO
8227,VALLE DEL CAUCA,BUENAVENTURA,GUADUALITO
8228,VALLE DEL CAUCA,BUENAVENTURA,JOAQUINCITO
8229,VALLE DEL CAUCA,BUENAVENTURA,KATANGA
8230,VALLE DEL CAUCA,BUENAVENTURA,LA BALASTRERA
8231,VALLE DEL CAUCA,BUENAVENTURA,LA COMBA
8232,VALLE DEL CAUCA,BUENAVENTURA,LA CONTRA
8233,VALLE DEL CAUCA,BUENAVENTURA,LA FRAGUA
8234,VALLE DEL CAUCA,BUENAVENTURA,PRIMAVERA
8235,VALLE DEL CAUCA,BUENAVENTURA,LA VUELTA
8236,VALLE DEL CAUCA,BUENAVENTURA,LAS PALMAS
8237,VALLE DEL CAUCA,BUENAVENTURA,EL LIMONES
8238,VALLE DEL CAUCA,BUENAVENTURA,PAPAYAL 2
8239,VALLE DEL CAUCA,BUENAVENTURA,PITAL
8240,VALLE DEL CAUCA,BUENAVENTURA,SAGRADA FAMILIA
8241,VALLE DEL CAUCA,BUENAVENTURA,SAN ANTONIO
8242,VALLE DEL CAUCA,BUENAVENTURA,SAN ANTOÑITO(YURUMANGUI)
8243,VALLE DEL CAUCA,BUENAVENTURA,SAN ISIDRO(CAJAMBRE)
8244,VALLE DEL CAUCA,BUENAVENTURA,SANTA MARIA
8245,VALLE DEL CAUCA,BUENAVENTURA,SECADERO
8246,VALLE DEL CAUCA,BUENAVENTURA,UMANE
8247,VALLE DEL CAUCA,BUENAVENTURA,VILLA ESTELA
8248,VALLE DEL CAUCA,BUENAVENTURA,CALLE LARGA-RIO MAYORQUIN
8249,VALLE DEL CAUCA,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA
8250,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA CAMPIÑA
8251,VALLE DEL CAUCA,GUADALAJARA DE BUGA,EL PLACER
8252,VALLE DEL CAUCA,GUADALAJARA DE BUGA,EL VINCULO
8253,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA HABANA
8254,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA MARIA
8255,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LOS BANCOS
8256,VALLE DEL CAUCA,GUADALAJARA DE BUGA,MONTERREY
8257,VALLE DEL CAUCA,GUADALAJARA DE BUGA,QUEBRADASECA
8258,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA MESA - RIOLORO
8259,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ZANJON HONDO
8260,VALLE DEL CAUCA,GUADALAJARA DE BUGA,CRUCERO - NOGALES
8261,VALLE DEL CAUCA,GUADALAJARA DE BUGA,EL PORVENIR
8262,VALLE DEL CAUCA,GUADALAJARA DE BUGA,PUEBLO NUEVO
8263,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA MAGDALENA
8264,VALLE DEL CAUCA,GUADALAJARA DE BUGA,EL MANANTIAL
8265,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ALASKA
8266,VALLE DEL CAUCA,GUADALAJARA DE BUGA,CALLEJON ACADEMIA MILITAR
8267,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA PALOMERA
8268,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA UNIDAD
8269,VALLE DEL CAUCA,GUADALAJARA DE BUGA,PUERTO BERTIN
8270,VALLE DEL CAUCA,GUADALAJARA DE BUGA,SAN ANTONIO
8271,VALLE DEL CAUCA,GUADALAJARA DE BUGA,GUADALEJO
8272,VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA GRANJITA
8273,VALLE DEL CAUCA,BUGALAGRANDE,BUGALAGRANDE
8274,VALLE DEL CAUCA,BUGALAGRANDE,CEILAN
8275,VALLE DEL CAUCA,BUGALAGRANDE,CHORRERAS
8276,VALLE DEL CAUCA,BUGALAGRANDE,EL GUAYABO
8277,VALLE DEL CAUCA,BUGALAGRANDE,EL OVERO (SECTOR POBLADO)
8278,VALLE DEL CAUCA,BUGALAGRANDE,GALICIA
8279,VALLE DEL CAUCA,BUGALAGRANDE,LA MORENA
8280,VALLE DEL CAUCA,BUGALAGRANDE,MESTIZAL
8281,VALLE DEL CAUCA,BUGALAGRANDE,PAILA ARRIBA
8282,VALLE DEL CAUCA,BUGALAGRANDE,SAN ANTONIO
8283,VALLE DEL CAUCA,BUGALAGRANDE,URIBE URIBE
8284,VALLE DEL CAUCA,BUGALAGRANDE,CHICORAL
8285,VALLE DEL CAUCA,BUGALAGRANDE,EL OVERO (SECTOR LA MARIA)
8286,VALLE DEL CAUCA,BUGALAGRANDE,ALMENDRONAL
8287,VALLE DEL CAUCA,BUGALAGRANDE,LA ESMERALDA
8288,VALLE DEL CAUCA,BUGALAGRANDE,TETILLAL
8289,VALLE DEL CAUCA,CAICEDONIA,CAICEDONIA
8290,VALLE DEL CAUCA,CAICEDONIA,AURES
8291,VALLE DEL CAUCA,CAICEDONIA,SAMARIA
8292,VALLE DEL CAUCA,CAICEDONIA,BARRAGAN
8293,VALLE DEL CAUCA,CALIMA,DARIEN
8294,VALLE DEL CAUCA,CALIMA,EL BOLEO
8295,VALLE DEL CAUCA,CALIMA,EL DIAMANTE
8296,VALLE DEL CAUCA,CALIMA,LA GAVIOTA
8297,VALLE DEL CAUCA,CALIMA,PUENTE TIERRA
8298,VALLE DEL CAUCA,CALIMA,RIOBRAVO
8299,VALLE DEL CAUCA,CALIMA,SAN JOSE
8300,VALLE DEL CAUCA,CALIMA,LA PRIMAVERA
8301,VALLE DEL CAUCA,CALIMA,EL MIRADOR
8302,VALLE DEL CAUCA,CALIMA,LA PLAYA
8303,VALLE DEL CAUCA,CALIMA,EL VERGEL
8304,VALLE DEL CAUCA,CANDELARIA,CANDELARIA
8305,VALLE DEL CAUCA,CANDELARIA,BUCHITOLO
8306,VALLE DEL CAUCA,CANDELARIA,EL ARENAL
8307,VALLE DEL CAUCA,CANDELARIA,EL CABUYAL
8308,VALLE DEL CAUCA,CANDELARIA,EL CARMELO
8309,VALLE DEL CAUCA,CANDELARIA,EL LAURO
8310,VALLE DEL CAUCA,CANDELARIA,EL TIPLE
8311,VALLE DEL CAUCA,CANDELARIA,JUANCHITO
8312,VALLE DEL CAUCA,CANDELARIA,VILLA GORGONA
8313,VALLE DEL CAUCA,CANDELARIA,LA REGINA
8314,VALLE DEL CAUCA,CANDELARIA,MADREVIEJA
8315,VALLE DEL CAUCA,CANDELARIA,SAN JOAQUIN
8316,VALLE DEL CAUCA,CANDELARIA,EL OTOÑO
8317,VALLE DEL CAUCA,CANDELARIA,EL GUALI
8318,VALLE DEL CAUCA,CANDELARIA,POBLADO CAMPESTRE
8319,VALLE DEL CAUCA,CANDELARIA,BRISAS DEL FRAILE
8320,VALLE DEL CAUCA,CANDELARIA,CANTALOMOTA
8321,VALLE DEL CAUCA,CANDELARIA,CAUCASECO
8322,VALLE DEL CAUCA,CANDELARIA,DOMINGO LARGO
8323,VALLE DEL CAUCA,CANDELARIA,LA ALBANIA
8324,VALLE DEL CAUCA,CANDELARIA,LA GLORIA
8325,VALLE DEL CAUCA,CANDELARIA,TRES TUSAS
8326,VALLE DEL CAUCA,CANDELARIA,PUEBLITO VIEJO
8327,VALLE DEL CAUCA,CANDELARIA,CHONDULAR
8328,VALLE DEL CAUCA,CANDELARIA,EL DINAMO
8329,VALLE DEL CAUCA,CANDELARIA,EL SILENCIO
8330,VALLE DEL CAUCA,CANDELARIA,EL TRIUNFO
8331,VALLE DEL CAUCA,CANDELARIA,EL TUNAL
8332,VALLE DEL CAUCA,CANDELARIA,EL TUNO
8333,VALLE DEL CAUCA,CANDELARIA,GUASIMAL
8334,VALLE DEL CAUCA,CANDELARIA,LA CAPILLA
8335,VALLE DEL CAUCA,CANDELARIA,LA OLIVA
8336,VALLE DEL CAUCA,CANDELARIA,LA SOLORZA
8337,VALLE DEL CAUCA,CANDELARIA,LAS CUARENTA
8338,VALLE DEL CAUCA,CANDELARIA,LOS ALPES
8339,VALLE DEL CAUCA,CANDELARIA,LOS POTES
8340,VALLE DEL CAUCA,CANDELARIA,PATIO BONITO
8341,VALLE DEL CAUCA,CANDELARIA,SAN ANDRESITO
8342,VALLE DEL CAUCA,CANDELARIA,SAN JORGE
8343,VALLE DEL CAUCA,CANDELARIA,TIPLE ABAJO
8344,VALLE DEL CAUCA,CANDELARIA,TIPLE ARRIBA
8345,VALLE DEL CAUCA,CANDELARIA,VUELTA DE SAN DIEGO
8346,VALLE DEL CAUCA,CANDELARIA,ZAINERA
8347,VALLE DEL CAUCA,CARTAGO,CARTAGO
8348,VALLE DEL CAUCA,CARTAGO,CAUCA
8349,VALLE DEL CAUCA,CARTAGO,COLORADAS
8350,VALLE DEL CAUCA,CARTAGO,LA GRECIA
8351,VALLE DEL CAUCA,CARTAGO,MODIN
8352,VALLE DEL CAUCA,CARTAGO,PIEDRA DE MOLER
8353,VALLE DEL CAUCA,CARTAGO,GUANABANO
8354,VALLE DEL CAUCA,CARTAGO,GUAYABITO
8355,VALLE DEL CAUCA,CARTAGO,ZANJON CAUCA
8356,VALLE DEL CAUCA,DAGUA,DAGUA
8357,VALLE DEL CAUCA,DAGUA,ATUNCELA
8358,VALLE DEL CAUCA,DAGUA,BORRERO AYERBE
8359,VALLE DEL CAUCA,DAGUA,CISNEROS
8360,VALLE DEL CAUCA,DAGUA,EL CARMEN
8361,VALLE DEL CAUCA,DAGUA,EL DANUBIO
8362,VALLE DEL CAUCA,DAGUA,EL LIMONAR
8363,VALLE DEL CAUCA,DAGUA,EL NARANJO
8364,VALLE DEL CAUCA,DAGUA,EL PALMAR
8365,VALLE DEL CAUCA,DAGUA,EL PIÑAL
8366,VALLE DEL CAUCA,DAGUA,EL QUEREMAL
8367,VALLE DEL CAUCA,DAGUA,EL SALADO
8368,VALLE DEL CAUCA,DAGUA,LA CASCADA
8369,VALLE DEL CAUCA,DAGUA,LA ELSA
8370,VALLE DEL CAUCA,DAGUA,PROVIDENCIA
8371,VALLE DEL CAUCA,DAGUA,LOBO GUERRERO
8372,VALLE DEL CAUCA,DAGUA,LOS ALPES
8373,VALLE DEL CAUCA,DAGUA,SAN BERNARDO
8374,VALLE DEL CAUCA,DAGUA,SAN VICENTE
8375,VALLE DEL CAUCA,DAGUA,SANTA MARIA
8376,VALLE DEL CAUCA,DAGUA,VILLAHERMOSA
8377,VALLE DEL CAUCA,DAGUA,ZABALETAS
8378,VALLE DEL CAUCA,DAGUA,ZELANDIA
8379,VALLE DEL CAUCA,DAGUA,JUNTAS
8380,VALLE DEL CAUCA,DAGUA,KILOMETRO 18
8381,VALLE DEL CAUCA,DAGUA,EL RUCIO
8382,VALLE DEL CAUCA,DAGUA,JIGUALES
8383,VALLE DEL CAUCA,DAGUA,LOS CRISTALES
8384,VALLE DEL CAUCA,DAGUA,PUEBLO NUEVO
8385,VALLE DEL CAUCA,DAGUA,EL CAUCHAL
8386,VALLE DEL CAUCA,DAGUA,EL CHILCAL
8387,VALLE DEL CAUCA,DAGUA,KILOMETRO 26
8388,VALLE DEL CAUCA,DAGUA,KILOMETRO 30
8389,VALLE DEL CAUCA,DAGUA,LA GUINEA
8390,VALLE DEL CAUCA,DAGUA,LA VIRGEN
8391,VALLE DEL CAUCA,DAGUA,LA YOLOMBA
8392,VALLE DEL CAUCA,DAGUA,LAS CAMELIAS
8393,VALLE DEL CAUCA,DAGUA,MACHADO
8394,VALLE DEL CAUCA,DAGUA,PUERTA DAGUA
8395,VALLE DEL CAUCA,DAGUA,VERGEL
8396,VALLE DEL CAUCA,EL AGUILA,EL AGUILA
8397,VALLE DEL CAUCA,EL AGUILA,CATARINA - EL EMBAL
8398,VALLE DEL CAUCA,EL AGUILA,LA ESPARTA
8399,VALLE DEL CAUCA,EL AGUILA,LA GUAYACANA(LA ESPARTA)
8400,VALLE DEL CAUCA,EL AGUILA,LA MARIA - QUEBRADAGRANDE
8401,VALLE DEL CAUCA,EL AGUILA,SAN JOSE
8402,VALLE DEL CAUCA,EL AGUILA,CAÑAVERAL - VILLANUEVA
8403,VALLE DEL CAUCA,EL AGUILA,SANTA HELENA
8404,VALLE DEL CAUCA,EL AGUILA,EL AGUILA - CAJONES
8405,VALLE DEL CAUCA,EL AGUILA,LA QUIEBRA DE SAN PABLO
8406,VALLE DEL CAUCA,EL AGUILA,EL GUAYABO
8407,VALLE DEL CAUCA,EL CAIRO,EL CAIRO
8408,VALLE DEL CAUCA,EL CAIRO,ALBAN
8409,VALLE DEL CAUCA,EL CERRITO,EL CERRITO
8410,VALLE DEL CAUCA,EL CERRITO,AUJI
8411,VALLE DEL CAUCA,EL CERRITO,CARRIZAL
8412,VALLE DEL CAUCA,EL CERRITO,EL CASTILLO
8413,VALLE DEL CAUCA,EL CERRITO,EL PLACER
8414,VALLE DEL CAUCA,EL CERRITO,EL POMO
8415,VALLE DEL CAUCA,EL CERRITO,SAN ANTONIO
8416,VALLE DEL CAUCA,EL CERRITO,SANTA ELENA
8417,VALLE DEL CAUCA,EL CERRITO,SANTA LUISA
8418,VALLE DEL CAUCA,EL CERRITO,TENERIFE
8419,VALLE DEL CAUCA,EL CERRITO,EL MORAL
8420,VALLE DEL CAUCA,EL CERRITO,LOS ANDES
8421,VALLE DEL CAUCA,EL CERRITO,CAMPOALEGRE
8422,VALLE DEL CAUCA,EL CERRITO,LA HONDA
8423,VALLE DEL CAUCA,EL DOVIO,EL DOVIO
8424,VALLE DEL CAUCA,EL DOVIO,BITACO
8425,VALLE DEL CAUCA,EL DOVIO,LITUANIA
8426,VALLE DEL CAUCA,FLORIDA,FLORIDA
8427,VALLE DEL CAUCA,FLORIDA,CHOCOCITO
8428,VALLE DEL CAUCA,FLORIDA,EL LIBANO
8429,VALLE DEL CAUCA,FLORIDA,LA DIANA
8430,VALLE DEL CAUCA,FLORIDA,LA UNION
8431,VALLE DEL CAUCA,FLORIDA,PUEBLO NUEVO
8432,VALLE DEL CAUCA,FLORIDA,REMOLINO
8433,VALLE DEL CAUCA,FLORIDA,SAN ANTONIO DE LOS CABALLEROS
8434,VALLE DEL CAUCA,FLORIDA,SAN FRANCISCO (EL LLANITO)
8435,VALLE DEL CAUCA,FLORIDA,SANTA ROSA
8436,VALLE DEL CAUCA,FLORIDA,TARRAGONA
8437,VALLE DEL CAUCA,FLORIDA,EL PEDREGAL
8438,VALLE DEL CAUCA,FLORIDA,SANTO DOMINGO
8439,VALLE DEL CAUCA,FLORIDA,LAS GUACAS
8440,VALLE DEL CAUCA,FLORIDA,LOS CALEÑOS
8441,VALLE DEL CAUCA,FLORIDA,TARRAGONA PARTE ALTA
8442,VALLE DEL CAUCA,FLORIDA,EL TAMBORAL
8443,VALLE DEL CAUCA,FLORIDA,SIMON BOLIVAR
8444,VALLE DEL CAUCA,GINEBRA,GINEBRA
8445,VALLE DEL CAUCA,GINEBRA,COSTA RICA
8446,VALLE DEL CAUCA,GINEBRA,LA FLORESTA
8447,VALLE DEL CAUCA,GINEBRA,JUNTAS
8448,VALLE DEL CAUCA,GINEBRA,SABALETAS
8449,VALLE DEL CAUCA,GINEBRA,LOS MEDIOS
8450,VALLE DEL CAUCA,GINEBRA,VILLA VANEGAS
8451,VALLE DEL CAUCA,GINEBRA,LA SELVA
8452,VALLE DEL CAUCA,GUACARI,GUACARI
8453,VALLE DEL CAUCA,GUACARI,GUABAS
8454,VALLE DEL CAUCA,GUACARI,GUABITAS
8455,VALLE DEL CAUCA,GUACARI,PICHICHI
8456,VALLE DEL CAUCA,GUACARI,SANTA ROSA DE TAPIAS
8457,VALLE DEL CAUCA,GUACARI,SONSO
8458,VALLE DEL CAUCA,GUACARI,ALTO DE GUACAS
8459,VALLE DEL CAUCA,GUACARI,PUENTE ROJO
8460,VALLE DEL CAUCA,GUACARI,CANANGUA
8461,VALLE DEL CAUCA,GUACARI,EL PLACER
8462,VALLE DEL CAUCA,GUACARI,EL TRIUNFO
8463,VALLE DEL CAUCA,JAMUNDI,JAMUNDI
8464,VALLE DEL CAUCA,JAMUNDI,AMPUDIA
8465,VALLE DEL CAUCA,JAMUNDI,BOCAS DEL PALO
8466,VALLE DEL CAUCA,JAMUNDI,GUACHINTE
8467,VALLE DEL CAUCA,JAMUNDI,LA LIBERIA
8468,VALLE DEL CAUCA,JAMUNDI,PASO DE LA BOLSA
8469,VALLE DEL CAUCA,JAMUNDI,POTRERITO
8470,VALLE DEL CAUCA,JAMUNDI,PUENTE VELEZ
8471,VALLE DEL CAUCA,JAMUNDI,QUINAMAYO
8472,VALLE DEL CAUCA,JAMUNDI,ROBLES
8473,VALLE DEL CAUCA,JAMUNDI,SAN ANTONIO
8474,VALLE DEL CAUCA,JAMUNDI,SAN VICENTE
8475,VALLE DEL CAUCA,JAMUNDI,TIMBA
8476,VALLE DEL CAUCA,JAMUNDI,VILLA COLOMBIA
8477,VALLE DEL CAUCA,JAMUNDI,VILLAPAZ
